STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU27_2007,European Union - 27 countries (2007-2013),2016,,78.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU27_2007,European Union - 27 countries (2007-2013),2017,,78.3,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU27_2007,European Union - 27 countries (2007-2013),2018,,78.4,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2015,,77.7,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2016,,78.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2017,,78.1,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2018,,78.2,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2019,,78.5,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2020,,77.5,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2021,,77.2,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2022,,77.9,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2023,,78.7,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU27_2020,European Union - 27 countries (from 2020),2024,,78.9,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU28,European Union - 28 countries (2013-2020),2015,,77.9,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU28,European Union - 28 countries (2013-2020),2016,,78.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU28,European Union - 28 countries (2013-2020),2017,,78.3,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,EU28,European Union - 28 countries (2013-2020),2018,,78.3,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FI,Finland,2015,,78.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FI,Finland,2016,,78.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FI,Finland,2017,,78.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FI,Finland,2018,,79.1,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FI,Finland,2019,,79.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FI,Finland,2020,,79.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FI,Finland,2021,,79.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FI,Finland,2022,,78.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FI,Finland,2023,,79.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FI,Finland,2024,,79.6,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FR,France,2015,,79.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FR,France,2016,,79.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FR,France,2017,,79.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FR,France,2018,,79.7,,p,provisional,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FR,France,2019,,79.9,,p,provisional,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FR,France,2020,,79.2,,p,provisional,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FR,France,2021,,79.3,,p,provisional,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FR,France,2022,,79.3,,p,provisional,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FR,France,2023,,80.1,,p,provisional,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,FR,France,2024,,80.2,,bp,"break in time series, provisional",,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,GE,Georgia,2015,,68.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,GE,Georgia,2016,,68.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,GE,Georgia,2017,,69.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,GE,Georgia,2018,,69.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,GE,Georgia,2019,,69.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,GE,Georgia,2022,,69.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,GE,Georgia,2023,,69.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,GE,Georgia,2024,,70.5,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HR,Croatia,2015,,74.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HR,Croatia,2016,,75.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HR,Croatia,2017,,74.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HR,Croatia,2018,,74.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HR,Croatia,2019,,75.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HR,Croatia,2020,,74.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HR,Croatia,2021,,73.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HR,Croatia,2022,,74.6,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HR,Croatia,2023,,75.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HR,Croatia,2024,,76.0,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HU,Hungary,2015,,72.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HU,Hungary,2016,,72.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HU,Hungary,2017,,72.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HU,Hungary,2018,,72.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HU,Hungary,2019,,73.1,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HU,Hungary,2020,,72.2,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HU,Hungary,2021,,70.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HU,Hungary,2022,,72.6,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HU,Hungary,2023,,73.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,HU,Hungary,2024,,73.7,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IE,Ireland,2015,,79.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IE,Ireland,2016,,79.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IE,Ireland,2017,,80.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IE,Ireland,2018,,80.4,,e,estimated,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IE,Ireland,2019,,80.8,,e,estimated,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IE,Ireland,2020,,80.7,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IE,Ireland,2021,,80.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IE,Ireland,2022,,80.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IE,Ireland,2023,,81.1,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IE,Ireland,2024,,81.4,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IS,Iceland,2015,,81.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IS,Iceland,2016,,80.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IS,Iceland,2017,,81.1,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IS,Iceland,2018,,81.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IS,Iceland,2019,,81.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IS,Iceland,2020,,81.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IS,Iceland,2021,,81.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IS,Iceland,2022,,80.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IS,Iceland,2023,,80.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IS,Iceland,2024,,81.1,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IT,Italy,2015,,80.3,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IT,Italy,2016,,81.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IT,Italy,2017,,80.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IT,Italy,2018,,81.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IT,Italy,2019,,81.4,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IT,Italy,2020,,80.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IT,Italy,2021,,80.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IT,Italy,2022,,80.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IT,Italy,2023,,81.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,IT,Italy,2024,,81.6,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LI,Liechtenstein,2015,,80.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LI,Liechtenstein,2016,,80.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LI,Liechtenstein,2017,,81.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LI,Liechtenstein,2018,,80.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LI,Liechtenstein,2019,,82.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LI,Liechtenstein,2020,,80.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LI,Liechtenstein,2021,,82.5,,e,estimated,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LI,Liechtenstein,2022,,83.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LI,Liechtenstein,2023,,82.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LI,Liechtenstein,2024,,82.2,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LT,Lithuania,2015,,69.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LT,Lithuania,2016,,69.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LT,Lithuania,2017,,70.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LT,Lithuania,2018,,70.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LT,Lithuania,2019,,71.6,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LT,Lithuania,2020,,70.2,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LT,Lithuania,2021,,69.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LT,Lithuania,2022,,71.4,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LT,Lithuania,2023,,72.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LT,Lithuania,2024,,73.0,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LU,Luxembourg,2015,,80.0,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LU,Luxembourg,2016,,80.1,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LU,Luxembourg,2017,,79.9,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LU,Luxembourg,2018,,80.1,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LU,Luxembourg,2019,,80.2,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LU,Luxembourg,2020,,79.9,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LU,Luxembourg,2021,,80.5,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LU,Luxembourg,2022,,80.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LU,Luxembourg,2023,,81.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LU,Luxembourg,2024,,81.0,,b,break in time series,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LV,Latvia,2015,,69.7,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LV,Latvia,2016,,69.8,,,,,
dataflow,ESTAT:DEMO_MLEXPEC$DEFAULTVIEW(1.0),Life expectancy by age and sex,A,Annual,YR,Year,M,Males,Y_LT1,Less than 1 year,LV,Latvia,2017,,69.8,,,,,
