STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,indic_il,Income and living conditions indicator,sex,Sex,age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,DK,Denmark,2019,,362,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,DK,Denmark,2020,,352,,b,break in time series,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,DK,Denmark,2021,,373,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,DK,Denmark,2022,,364,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,DK,Denmark,2023,,363,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,DK,Denmark,2024,,349,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2016,,30838,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2017,,30207,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2018,,29995,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2019,,29027,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2020,,30000,,b,break in time series,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023, EA21-2026)",2021,,30238,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA18,Euro area - 18 countries (2014),2016,,30478,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA18,Euro area - 18 countries (2014),2017,,29836,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA18,Euro area - 18 countries (2014),2018,,29619,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA18,Euro area - 18 countries (2014),2019,,28685,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA18,Euro area - 18 countries (2014),2020,,29656,,b,break in time series,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2016,,30838,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2017,,30207,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2018,,29995,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2019,,29027,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2020,,30000,,b,break in time series,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA19,Euro area - 19 countries  (2015-2022),2021,,30238,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA20,Euro area – 20 countries (2023-2025),2016,,31276,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA20,Euro area – 20 countries (2023-2025),2017,,30652,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA20,Euro area – 20 countries (2023-2025),2018,,30422,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA20,Euro area – 20 countries (2023-2025),2019,,29432,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA20,Euro area – 20 countries (2023-2025),2020,,30384,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA20,Euro area – 20 countries (2023-2025),2021,,30710,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA20,Euro area – 20 countries (2023-2025),2022,,30971,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA20,Euro area – 20 countries (2023-2025),2023,,30208,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EA20,Euro area – 20 countries (2023-2025),2024,,30750,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EE,Estonia,2016,,166,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EE,Estonia,2017,,161,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EE,Estonia,2018,,167,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EE,Estonia,2019,,164,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EE,Estonia,2020,,155,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EE,Estonia,2021,,159,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EE,Estonia,2022,,170,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EE,Estonia,2023,,178,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EE,Estonia,2024,,161,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EE,Estonia,2025,,150,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EL,Greece,2016,,1157,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EL,Greece,2017,,1102,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EL,Greece,2018,,1005,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EL,Greece,2019,,971,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EL,Greece,2020,,960,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EL,Greece,2021,,1061,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EL,Greece,2022,,1027,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EL,Greece,2023,,1038,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EL,Greece,2024,,1054,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,EL,Greece,2025,,1084,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,ES,Spain,2016,,5173,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,ES,Spain,2017,,5194,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,ES,Spain,2018,,5216,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,ES,Spain,2019,,5001,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,ES,Spain,2020,,5186,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,ES,Spain,2021,,5307,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,ES,Spain,2022,,5038,,,,,
dataflow,ESTAT:ILC_LI02$DEFAULTVIEW(1.0),"At-risk-of-poverty rate by poverty threshold, age and sex",A,Annual,THS_PER,Thousand persons,LI_R_MD60,At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers),F,Females,TOTAL,Total,ES,Spain,2023,,5033,,,,,
